bbl,rs_units_19,rs_units_20,rs_units_21,total_units_19,total_units_20,total_units_21,boro,cd,ct_10,year_built,bldg_class,rs_share_19,rs_share_20,rs_share_21
3017570019,0,8,0,8,8,8,3,303,0283,2007,C1,0,1,0
3017570022,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017570050,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017570051,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017580005,17,17,17,20,20,20,3,303,0253,1931,C7,0.85,0.85,0.85
3017580009,16,16,16,16,16,16,3,303,0253,1931,C1,1,1,1
3017580012,16,16,16,20,20,20,3,303,0253,1931,C1,0.8,0.8,0.8
3017580051,7,7,7,8,8,8,3,303,0253,1931,C1,0.875,0.875,0.875
3017590001,5,0,0,5,5,5,3,303,025901,1931,C2,1,0,0
3017590005,20,0,0,22,22,22,3,303,025901,1931,C1,0.9090909090909091,0,0
3017590072,5,0,8,8,8,8,3,303,025901,1910,C1,0.625,0,1
3017600006,0,5,0,7,7,7,3,303,025901,1931,C7,0,0.7142857142857143,0
3017600012,14,0,0,16,16,16,3,303,025901,1931,C1,0.875,0,0
3017600049,10,0,0,10,10,10,3,303,025901,1930,C1,1,0,0
3017600051,4,4,4,8,8,8,3,303,025901,1931,C1,0.5,0.5,0.5
3017600053,4,0,0,4,4,4,3,303,025901,1899,C3,1,0,0
3017600068,9,9,9,17,17,17,3,303,025901,1905,C1,0.5294117647058824,0.5294117647058824,0.5294117647058824
3017600069,9,9,9,9,9,9,3,303,025901,1905,C1,1,1,1
3017600070,9,9,9,16,16,16,3,303,025901,1910,C1,0.5625,0.5625,0.5625
3017610003,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017610006,9,9,9,9,9,9,3,303,0283,2015,C1,1,1,1
3017610008,7,7,7,7,7,7,3,303,0283,2016,C1,1,1,1
3017610009,4,0,0,4,4,4,3,303,0283,2016,C3,1,0,0
3017620055,8,0,8,8,8,8,3,303,0241,2016,C1,1,0,1
3017620057,8,8,8,8,8,8,3,303,0241,2018,C1,1,1,1
3017620069,8,8,0,16,16,16,3,303,0241,1900,C1,0.5,0.5,0
3017630068,7,7,7,8,8,8,3,303,0241,1931,C1,0.875,0.875,0.875
3017660065,7,7,7,7,7,7,3,303,0253,1931,C1,1,1,1
3017670007,12,0,0,20,20,20,3,303,0261,1915,C7,0.6,0,0
3017670038,20,19,20,20,20,20,3,303,0261,1931,C1,1,0.95,1
3017670051,8,8,8,8,8,8,3,303,0261,2009,C1,1,1,1
3017680024,13,13,13,13,13,13,3,303,0261,2005,D1,1,1,1
3017690009,24,24,24,24,24,24,3,303,0283,1927,D1,1,1,1
3017690011,36,36,36,48,48,48,3,303,0283,1931,D1,0.75,0.75,0.75
3017690016,21,0,0,29,29,29,3,303,0283,1931,D1,0.7241379310344828,0,0
3017690041,2,0,0,4,4,4,3,303,0283,1931,C3,0.5,0,0
3017690052,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017690055,5,0,0,6,6,6,3,303,0283,1931,C2,0.8333333333333334,0,0
3017690057,6,0,0,6,6,6,3,303,0283,1931,C2,1,0,0
3017690058,14,14,14,16,16,16,3,303,0283,1906,C1,0.875,0.875,0.875
3017710004,0,8,8,8,8,8,3,303,0261,1931,C1,0,1,1
3017710011,10,10,0,10,10,10,3,303,0261,2016,C1,1,1,0
3017710013,7,7,7,8,8,8,3,303,0261,2005,C1,0.875,0.875,0.875
3017710014,7,7,7,8,8,8,3,303,0261,2005,C1,0.875,0.875,0.875
3017710015,7,7,7,8,8,8,3,303,0261,2005,C1,0.875,0.875,0.875
3017710016,0,20,20,20,20,20,3,303,0261,1931,D9,0,1,1
3017710018,0,18,18,20,20,20,3,303,0261,1931,D9,0,0.9,0.9
3017720006,6,6,6,7,7,7,3,303,0261,1931,C7,0.8571428571428571,0.8571428571428571,0.8571428571428571
3017720010,6,0,0,6,6,6,3,303,0261,1931,C2,1,0,0
3017720042,21,21,21,21,21,21,3,303,0261,1931,C1,1,1,1
3017720051,9,9,9,9,9,9,3,303,0261,1931,C1,1,1,1
3017730004,6,0,0,6,6,6,3,303,0281,1931,C2,1,0,0
3017730006,6,0,0,6,6,6,3,303,0281,1931,C2,1,0,0
3017730007,6,0,0,6,6,6,3,303,0281,1931,C2,1,0,0
3017740008,10,10,10,16,16,16,3,303,0253,1931,C1,0.625,0.625,0.625
3017740044,6,0,0,6,6,6,3,303,0253,2015,C2,1,0,0
3017740048,0,0,8,8,8,8,3,303,0253,1910,C1,0,0,1
3017750001,4,0,0,4,4,4,3,303,0261,1905,C3,1,0,0
3017750007,5,5,5,8,8,8,3,303,0261,1931,C1,0.625,0.625,0.625
3017750008,8,8,8,8,8,8,3,303,0261,1899,C1,1,1,1
3017750018,6,0,0,6,6,6,3,303,0261,1931,C2,1,0,0
3017750020,5,0,0,6,6,6,3,303,0261,1931,C2,0.8333333333333334,0,0
3017750021,16,0,0,20,20,20,3,303,0261,1931,C1,0.8,0,0
3017750023,14,14,14,14,14,14,3,303,0261,2007,D1,1,1,1
3017750049,4,0,0,4,4,4,3,303,0261,1931,C3,1,0,0
3017750051,11,11,11,12,12,12,3,303,0261,1905,C7,0.9166666666666666,0.9166666666666666,0.9166666666666666
3017750054,7,0,0,9,9,9,3,303,0261,1931,C1,0.7777777777777778,0,0
3017750056,8,8,8,8,8,8,3,303,0261,2008,C1,1,1,1
3017750060,17,18,17,18,18,18,3,303,0261,1915,C1,0.9444444444444444,1,0.9444444444444444
3017760043,6,0,0,6,6,6,3,303,0261,1931,C2,1,0,0
3017760044,6,0,0,6,6,6,3,303,0261,1931,C2,1,0,0
3017760067,70,70,70,70,70,70,3,303,0261,2015,D1,1,1,1
3017770003,12,0,12,12,12,12,3,303,0281,1931,C1,1,0,1
3017770040,3,0,0,3,3,3,3,303,0281,1931,S3,1,0,0
3017770054,0,0,13,35,35,35,3,303,0281,2015,D1,0,0,0.37142857142857144
3017770058,0,0,11,35,35,35,3,303,0281,2015,D1,0,0,0.3142857142857143
3017770068,10,0,0,10,10,10,3,303,0281,1931,C1,1,0,0
3017780031,23,23,23,23,23,23,3,303,0241,2009,D1,1,1,1
3017780035,16,16,16,16,16,16,3,303,0241,1931,C1,1,1,1
3017780036,16,16,16,16,16,16,3,303,0241,1931,C1,1,1,1
3017800070,23,0,0,23,23,23,3,303,0261,1931,C1,1,0,0
3017800131,37,37,37,37,37,37,3,303,0261,2015,D1,1,1,1
3017810034,10,10,10,10,10,10,3,303,0261,2015,C1,1,1,1
3017810048,6,0,0,6,6,6,3,303,0261,1899,C2,1,0,0
3017810058,4,4,4,20,20,20,3,303,0261,1931,C1,0.2,0.2,0.2
3017810061,46,46,46,46,46,46,3,303,0261,2011,D1,1,1,1
3017810065,4,0,0,4,4,4,3,303,0261,2010,C3,1,0,0
3017810068,4,0,0,4,4,4,3,303,0261,2016,C3,1,0,0
3017820007,33,0,33,33,33,33,3,303,0281,2013,D7,1,0,1
3017820018,5,0,0,5,5,5,3,303,0281,2006,C2,1,0,0
3017820027,41,41,41,41,41,41,3,303,0281,2015,D1,1,1,1
3017820055,72,72,72,72,72,72,3,303,0281,2000,C1,1,1,1
3017820063,0,8,8,8,8,8,3,303,0281,2006,C1,0,1,1
3017820064,0,8,8,8,8,8,3,303,0281,2007,C1,0,1,1
3017820065,8,8,8,8,8,8,3,303,0281,2006,C1,1,1,1
3017830047,0,42,0,42,42,42,3,303,0241,1970,D7,0,1,0
3017850001,41,41,41,41,41,41,3,303,0261,2015,D3,1,1,1
3017850011,6,0,0,6,6,6,3,303,0261,1899,C2,1,0,0
3017860001,8,8,0,8,8,8,3,303,0261,1931,C1,1,1,0
3017860003,6,0,0,6,6,6,3,303,0261,1931,C2,1,0,0
3017860007,4,0,0,4,4,4,3,303,0261,2007,C3,1,0,0
3017860008,4,0,0,4,4,4,3,303,0261,2007,C3,1,0,0
3017860031,8,0,0,8,8,8,3,303,0261,1931,C1,1,0,0
3017860033,8,0,0,8,8,8,3,303,0261,1931,C1,1,0,0
3017860047,8,0,0,8,8,8,3,303,0261,1931,C1,1,0,0
3017860051,3,3,3,8,8,8,3,303,0261,2017,C1,0.375,0.375,0.375
3017860057,8,8,8,8,8,8,3,303,0261,2014,C1,1,1,1
3017860058,6,6,6,17,17,17,3,303,0261,1931,C1,0.35294117647058826,0.35294117647058826,0.35294117647058826
3017860064,24,24,24,28,28,28,3,303,0261,1910,C1,0.8571428571428571,0.8571428571428571,0.8571428571428571
3017870006,7,0,0,8,8,8,3,303,0281,1931,C1,0.875,0,0
3017870038,9,9,9,9,9,9,3,303,0281,1931,C1,1,1,1
3017880040,8,8,8,8,8,8,3,303,0243,2002,C1,1,1,1
3017880076,7,7,7,7,7,7,3,303,0243,2015,C1,1,1,1
3017880077,9,9,9,20,20,20,3,303,0243,1931,C1,0.45,0.45,0.45
3017880080,7,7,7,8,8,8,3,303,0243,1931,C1,0.875,0.875,0.875
3017880087,16,15,15,16,16,16,3,303,0243,1931,C1,1,0.9375,0.9375
3017880093,3,3,3,9,9,9,3,303,0243,1931,C1,0.3333333333333333,0.3333333333333333,0.3333333333333333
3017890006,30,30,30,30,30,30,3,303,0251,1931,D1,1,1,1
3017890035,8,8,8,8,8,8,3,303,0251,1931,C1,1,1,1
3017910003,5,5,5,8,8,8,3,303,0263,1931,C1,0.625,0.625,0.625
3017910007,5,0,0,6,6,6,3,303,0263,1931,C2,0.8333333333333334,0,0
3017910034,4,0,0,4,4,4,3,303,0263,2015,C3,1,0,0
3017910072,42,42,42,42,42,42,3,303,0263,2008,D1,1,1,1
3017910074,6,0,0,6,6,6,3,303,0263,2014,C2,1,0,0
3017920006,12,12,12,12,12,12,3,303,0279,2015,D6,1,1,1
3017920020,23,23,23,23,23,23,3,303,0279,2014,C1,1,1,1
3017920062,11,11,11,12,12,12,3,303,0279,1931,C1,0.9166666666666666,0.9166666666666666,0.9166666666666666
3017920064,12,12,12,12,12,12,3,303,0279,1931,C1,1,1,1
3017920068,16,16,16,16,16,16,3,303,0279,1931,C1,1,1,1
3017930001,0,0,12,12,12,12,3,303,0243,1931,C7,0,0,1
3017940053,8,8,0,8,8,8,3,303,0251,2015,C1,1,1,0
3017950055,4,0,0,4,4,4,3,303,0263,1931,C3,1,0,0
3017950080,6,0,0,6,6,6,3,303,0263,1931,C2,1,0,0
3017970001,9,8,8,14,14,14,3,303,0243,1931,C7,0.6428571428571429,0.5714285714285714,0.5714285714285714
3017970009,3,0,0,6,6,6,3,303,0243,1931,S9,0.5,0,0
3017970054,1,0,0,6,6,6,3,303,0243,1899,C2,0.16666666666666666,0,0
3017970073,5,5,0,8,8,8,3,303,0243,1931,C1,0.625,0.625,0
3017970075,6,5,0,8,8,8,3,303,0243,1931,C1,0.75,0.625,0
3017970079,8,8,8,8,8,8,3,303,0243,1931,C1,1,1,1
3017980018,8,8,8,8,8,8,3,303,0251,1931,C1,1,1,1
3017980019,8,8,8,8,8,8,3,303,0251,1931,C1,1,1,1
3017990009,10,10,10,12,12,12,3,303,0263,1931,C1,0.8333333333333334,0.8333333333333334,0.8333333333333334
3018000002,4,0,0,4,4,4,3,303,0263,1931,C3,1,0,0
3018000019,6,0,0,6,6,6,3,303,0263,2015,C2,1,0,0
3018000020,6,0,0,6,6,6,3,303,0263,2015,C2,1,0,0
3018000054,6,0,0,6,6,6,3,303,0263,1931,C2,1,0,0
3018010011,4,0,0,6,6,6,3,303,0279,1931,C2,0.6666666666666666,0,0
3018010014,4,0,0,4,4,4,3,303,0279,1931,C3,1,0,0
3018010041,4,0,0,4,4,4,3,303,0279,1931,C3,1,0,0
3018020003,3,3,3,12,12,12,3,303,0243,1931,C1,0.25,0.25,0.25
3018020005,1,2,2,6,6,6,3,303,0243,1931,S5,0.16666666666666666,0.3333333333333333,0.3333333333333333
3018020105,6,0,0,6,6,6,3,303,0243,1931,C2,1,0,0
3018030001,6,6,6,6,6,6,3,303,0251,1931,S9,1,1,1
3018030048,8,8,8,8,8,8,3,303,0251,1931,C1,1,1,1
3018030065,1,0,0,8,8,8,3,303,0251,1931,C1,0.125,0,0
3018030074,25,25,25,25,25,25,3,303,0251,1931,C1,1,1,1
3018030084,8,8,8,8,8,8,3,303,0251,1931,C1,1,1,1
3018030085,9,9,9,9,9,9,3,303,0251,1931,C1,1,1,1
3018030086,11,11,11,21,21,21,3,303,0251,1931,C1,0.5238095238095238,0.5238095238095238,0.5238095238095238
3018040037,14,14,14,14,14,14,3,303,0265,2015,D1,1,1,1
3018050001,3,0,0,4,4,4,3,303,0265,1931,S4,0.75,0,0
3018050027,20,20,20,20,20,20,3,303,0265,1931,C1,1,1,1
3018050032,7,7,7,8,8,8,3,303,0265,1931,C1,0.875,0.875,0.875
3018050034,4,0,0,6,6,6,3,303,0265,1931,C2,0.6666666666666666,0,0
3018050037,5,0,0,6,6,6,3,303,0265,1931,C2,0.8333333333333334,0,0
3018060016,6,0,0,6,6,6,3,303,0279,1931,C2,1,0,0
3018060026,6,0,0,6,6,6,3,303,0279,1931,C2,1,0,0
3018060038,6,0,0,6,6,6,3,303,0279,1931,C2,1,0,0
3018060039,6,6,6,6,6,6,3,303,0279,1931,S5,1,1,1
3018060053,16,16,16,16,16,16,3,303,0279,1916,C1,1,1,1
3018070008,8,8,8,8,8,8,3,303,0243,2006,C1,1,1,1
3018070039,6,0,0,6,6,6,3,303,0243,2005,C2,1,0,0
3018080010,1,7,0,7,7,7,3,303,0251,1931,C7,0.14285714285714285,1,0
3018080028,11,11,11,16,16,16,3,303,0251,1931,C1,0.6875,0.6875,0.6875
3018080030,9,9,9,16,16,16,3,303,0251,1931,C1,0.5625,0.5625,0.5625
3018080032,12,12,12,16,16,16,3,303,0251,1931,C1,0.75,0.75,0.75
3018080051,36,36,36,36,36,36,3,303,0251,1931,C7,1,1,1
3018080085,11,11,11,17,17,17,3,303,0251,1931,C1,0.6470588235294118,0.6470588235294118,0.6470588235294118
3018080089,8,8,8,8,8,8,3,303,0251,2015,C1,1,1,1
3018080091,8,8,8,8,8,8,3,303,0251,2015,C1,1,1,1
3018080093,8,8,8,8,8,8,3,303,0251,2014,C1,1,1,1
3018090039,6,6,6,6,6,6,3,303,0265,1931,S5,1,1,1
3018090054,4,4,4,8,8,8,3,303,0265,1910,C1,0.5,0.5,0.5
3018090056,4,0,0,4,4,4,3,303,0265,1931,C3,1,0,0
3018100007,7,7,7,7,7,7,3,303,0265,1910,C1,1,1,1
3018100009,6,0,0,6,6,6,3,303,0265,1931,S5,1,0,0
3018100042,14,14,14,14,14,14,3,303,0265,1910,C1,1,1,1
3018100050,8,8,8,8,8,8,3,303,0265,1910,C1,1,1,1
3018100054,11,11,11,11,11,11,3,303,0265,1910,C1,1,1,1
3018100056,8,8,8,9,9,9,3,303,0265,1910,C1,0.8888888888888888,0.8888888888888888,0.8888888888888888
3018100073,4,0,0,4,4,4,3,303,0265,1931,C3,1,0,0
3018100076,14,15,15,15,15,15,3,303,0265,1910,C7,0.9333333333333333,1,1
3018110019,192,192,192,192,192,192,3,303,0277,1974,D7,1,1,1
3018120021,8,8,8,8,8,8,3,303,0243,1931,C1,1,1,1
3018120023,15,15,15,16,16,16,3,303,0243,1910,C1,0.9375,0.9375,0.9375
3018120064,8,8,8,8,8,8,3,303,0243,1931,C1,1,1,1
3018130016,9,0,0,9,9,9,3,303,0251,1931,C1,1,0,0
3018130053,6,6,6,6,6,6,3,303,0251,1931,S5,1,1,1
3018140002,8,8,8,8,8,8,3,303,0265,1910,C1,1,1,1
3018140007,8,8,8,8,8,8,3,303,0265,1931,C1,1,1,1
3018140008,8,8,8,8,8,8,3,303,0265,1931,C1,1,1,1
3018140011,4,0,0,4,4,4,3,303,0265,1899,C3,1,0,0
3018150014,8,8,8,8,8,8,3,303,0265,1931,C1,1,1,1
3018150015,16,16,16,16,16,16,3,303,0265,1907,C1,1,1,1
3018150017,9,9,9,9,9,9,3,303,0265,1907,C1,1,1,1
3018150021,7,0,0,8,8,8,3,303,0265,1931,C1,0.875,0,0
3018150059,15,0,15,16,16,16,3,303,0265,1913,C1,0.9375,0,0.9375
3018160001,140,140,140,150,150,150,3,303,0277,1973,D9,0.9333333333333333,0.9333333333333333,0.9333333333333333
3018170015,8,8,8,8,8,8,3,303,0245,1899,C1,1,1,1
3018180001,4,0,0,4,4,4,3,303,0249,1931,C3,1,0,0
3018180045,1,0,0,6,6,6,3,303,0249,1899,C2,0.16666666666666666,0,0
3018180047,6,0,0,6,6,6,3,303,0249,1899,C2,1,0,0
3018180086,8,8,8,8,8,8,3,303,0249,1910,C1,1,1,1
3018190008,4,0,0,4,4,4,3,303,0265,1883,C3,1,0,0
3018190042,7,7,7,7,7,7,3,303,0265,2013,C1,1,1,1
3018200001,6,6,0,8,8,8,3,303,0265,1920,C7,0.75,0.75,0
3018200003,8,0,0,8,8,8,3,303,0265,1920,C1,1,0,0
3018200004,3,0,0,3,3,3,3,303,0265,1920,S3,1,0,0
3018200032,4,0,0,4,4,4,3,303,0265,1915,C3,1,0,0
3018220015,16,16,16,16,16,16,3,303,0245,1910,C1,1,1,1
3018230033,5,5,5,8,8,8,3,303,0249,1899,C1,0.625,0.625,0.625
3018230081,5,0,0,6,6,6,3,303,0249,1899,C2,0.8333333333333334,0,0
3018230091,14,14,14,16,16,16,3,303,0249,1883,C1,0.875,0.875,0.875
3018230093,15,14,14,16,16,16,3,303,0249,1883,C1,0.9375,0.875,0.875
3018240029,5,5,5,8,8,8,3,303,0267,1900,C1,0.625,0.625,0.625
3018240049,4,0,0,4,4,4,3,303,0267,1931,C3,1,0,0
3018240056,6,0,0,6,6,6,3,303,0267,1931,C2,1,0,0
3018250003,6,0,0,6,6,6,3,303,0267,1910,C2,1,0,0
3018250041,3,0,0,3,3,3,3,303,0267,1910,S9,1,0,0
3018250042,4,0,0,4,4,4,3,303,0267,1910,C3,1,0,0
3018260018,6,0,0,6,6,6,3,303,0277,1931,C2,1,0,0
3018260019,6,0,0,6,6,6,3,303,0277,1931,C2,1,0,0
3018260020,6,0,0,6,6,6,3,303,0277,1931,C2,1,0,0
3018260022,6,0,0,6,6,6,3,303,0277,1900,C2,1,0,0
3018260023,6,0,0,6,6,6,3,303,0277,1900,C2,1,0,0
3018260024,6,0,0,6,6,6,3,303,0277,1900,C2,1,0,0
3018260029,6,0,0,6,6,6,3,303,0277,1900,C2,1,0,0
3018270002,46,0,46,46,46,46,3,303,0245,1910,C7,1,0,1
3018270021,23,23,23,23,23,23,3,303,0245,1900,C1,1,1,1
3018270023,22,22,22,23,23,23,3,303,0245,1931,C1,0.9565217391304348,0.9565217391304348,0.9565217391304348
3018270060,12,12,12,12,12,12,3,303,0245,1931,C7,1,1,1
3018270081,6,6,0,8,8,8,3,303,0245,1910,C1,0.75,0.75,0
3018280049,8,8,8,8,8,8,3,303,0249,1913,C1,1,1,1
3018280055,4,4,4,9,9,9,3,303,0249,1889,C1,0.4444444444444444,0.4444444444444444,0.4444444444444444
3018280060,6,0,0,6,6,6,3,303,0249,1886,C2,1,0,0
3018280067,5,5,5,7,7,7,3,303,0249,1884,C1,0.7142857142857143,0.7142857142857143,0.7142857142857143
3018280080,5,5,4,8,8,8,3,303,0249,1887,C1,0.625,0.625,0.5
3018280089,8,8,8,8,8,8,3,303,0249,1899,C1,1,1,1
3018280091,8,10,10,8,10,10,3,303,0249,1899,C1,1,1,1
3018290077,5,0,0,6,6,6,3,303,0267,1887,C2,0.8333333333333334,0,0
3018300036,16,16,16,16,16,16,3,303,0267,1900,C1,1,1,1
3018300037,8,8,0,8,8,8,3,303,0267,1905,C1,1,1,0
3018300042,19,19,19,20,20,20,3,303,0267,1900,C1,0.95,0.95,0.95
3018300079,0,3,0,10,10,10,3,303,0267,1900,C1,0,0.3,0
3018310001,8,8,8,8,8,8,3,303,0275,1910,C1,1,1,1
3018310046,3,0,0,3,3,3,3,303,0275,1900,S3,1,0,0
3018310066,6,0,0,6,6,6,3,303,0275,1900,C2,1,0,0
3018310067,6,0,0,6,6,6,3,303,0275,1900,C2,1,0,0
3018310071,1,1,1,8,8,8,3,303,0275,1931,C1,0.125,0.125,0.125
3018310072,4,4,4,8,8,8,3,303,0275,1931,C1,0.5,0.5,0.5
3018310074,1,0,0,6,6,6,3,303,0275,1900,C2,0.16666666666666666,0,0
3018320005,6,6,6,6,6,6,3,303,0245,1900,S5,1,1,1
3018320018,7,0,0,9,9,9,3,303,0245,1900,C1,0.7777777777777778,0,0
3018320048,7,7,7,8,8,8,3,303,0245,1910,C1,0.875,0.875,0.875
3018320050,7,7,7,8,8,8,3,303,0245,1910,C7,0.875,0.875,0.875
3018320087,6,6,6,7,7,7,3,303,0245,1880,C1,0.8571428571428571,0.8571428571428571,0.8571428571428571
3018320097,7,7,7,7,7,7,3,303,0245,1900,C7,1,1,1
3018330048,7,7,8,16,16,16,3,303,0249,1881,C1,0.4375,0.4375,0.5
3018330053,6,6,6,10,10,10,3,303,0249,1890,C1,0.6,0.6,0.6
3018330057,7,7,7,10,10,10,3,303,0249,1889,C1,0.7,0.7,0.7
3018330076,3,2,2,10,10,10,3,303,0249,1881,C1,0.3,0.2,0.2
3018340038,10,10,10,10,10,10,3,303,0267,1910,C1,1,1,1
3018340041,6,6,0,6,6,6,3,303,0267,1900,S5,1,1,0
3018340042,7,7,7,7,7,7,3,303,0267,1910,C7,1,1,1
3018340045,6,6,7,7,7,7,3,303,0267,1889,C1,0.8571428571428571,0.8571428571428571,1
3018340055,7,7,7,7,7,7,3,303,0267,1890,C1,1,1,1
3018350002,1,6,0,6,6,6,3,303,0267,1931,S5,0.16666666666666666,1,0
3018350004,4,0,0,4,4,4,3,303,0267,1900,C3,1,0,0
3018350007,9,9,9,10,10,10,3,303,0267,1931,C7,0.9,0.9,0.9
3018350043,6,0,0,6,6,6,3,303,0267,1900,C2,1,0,0
3018370013,10,0,0,10,10,10,3,303,0245,1882,C1,1,0,0
3018370053,25,25,25,25,25,25,3,303,0245,1892,C1,1,1,1
3018370067,6,0,0,6,6,6,3,303,0245,1892,C2,1,0,0
3018370099,10,0,0,10,10,10,3,303,0245,1879,C1,1,0,0
3018370101,4,0,0,4,4,4,3,303,0245,1879,C3,1,0,0
3018380021,5,5,5,10,10,10,3,303,0249,1888,C1,0.5,0.5,0.5
3018380022,5,0,0,5,5,5,3,303,0249,1888,C2,1,0,0
3018380023,7,7,7,9,9,9,3,303,0249,1889,C1,0.7777777777777778,0.7777777777777778,0.7777777777777778
3018380046,7,6,5,7,7,7,3,303,0249,1889,C7,1,0.8571428571428571,0.7142857142857143
3018380053,15,15,15,16,16,16,3,303,0249,1895,C1,0.9375,0.9375,0.9375
3018380055,11,11,11,16,16,16,3,303,0249,1895,C1,0.6875,0.6875,0.6875
3018380058,7,7,7,7,7,7,3,303,0249,1893,C1,1,1,1
3018390040,44,44,44,44,44,44,3,303,0267,2015,D1,1,1,1
3018400066,1,1,1,8,8,8,3,303,0267,1910,C1,0.125,0.125,0.125
3018400069,3,2,2,8,8,8,3,303,0267,1910,C1,0.375,0.25,0.25
3018410006,8,8,8,8,8,8,3,303,0275,1910,C1,1,1,1
3018410080,8,8,8,8,8,8,3,303,0275,1910,C7,1,1,1
3018420017,12,12,12,16,16,16,3,303,0245,1905,C1,0.75,0.75,0.75
3018420029,4,0,0,4,4,4,3,303,0245,1880,C3,1,0,0
3018420060,6,6,6,6,6,6,3,303,0245,1910,S5,1,1,1
3018420061,6,6,0,6,6,6,3,303,0245,1910,S5,1,1,0
3018430001,5,0,0,6,6,6,3,303,0245,1895,C2,0.8333333333333334,0,0
3018430017,6,0,0,6,6,6,3,303,0245,1886,C2,1,0,0
3018430020,46,46,46,46,46,46,3,303,0245,1890,C7,1,1,1
3018440068,6,0,0,6,6,6,3,303,0249,1891,C2,1,0,0
3018460002,8,8,8,8,8,8,3,303,0269,1910,C7,1,1,1
3018470035,6,0,0,6,6,6,3,303,0275,1896,S9,1,0,0
3018490004,4,0,0,5,5,5,3,303,0249,1887,S5,0.8,0,0
3018500028,17,16,16,24,24,24,3,303,0249,1925,D9,0.7083333333333334,0.6666666666666666,0.6666666666666666
3018500049,1,0,0,3,3,3,3,303,0249,1910,S3,0.3333333333333333,0,0
3018510004,4,0,0,4,4,4,3,303,0269,1910,C3,1,0,0
3018510055,13,13,13,13,13,13,3,303,0269,1900,C1,1,1,1
3018510058,25,25,25,25,25,25,3,303,0269,2013,C1,1,1,1
3018510071,2,2,2,8,8,8,3,303,0269,1900,C1,0.25,0.25,0.25
3018510072,3,3,3,8,8,8,3,303,0269,1900,C1,0.375,0.375,0.375
3018520001,7,7,7,8,8,8,3,303,0269,1902,C1,0.875,0.875,0.875
3018520005,6,6,6,6,6,6,3,303,0269,1872,S5,1,1,1
3018520012,28,28,28,28,28,28,3,303,0269,1863,D1,1,1,1
3018520025,4,4,4,16,16,16,3,303,0269,1900,C1,0.25,0.25,0.25
3018520047,5,5,5,8,8,8,3,303,0269,1903,C1,0.625,0.625,0.625
3018540037,5,5,5,14,14,14,3,303,0269,1931,C7,0.35714285714285715,0.35714285714285715,0.35714285714285715
3018540057,24,24,24,24,24,24,3,303,0269,1910,D7,1,1,1
3018540063,6,6,6,8,8,8,3,303,0269,1931,C7,0.75,0.75,0.75
3018540065,6,6,6,8,8,8,3,303,0269,1931,C7,0.75,0.75,0.75
3018550009,4,0,0,4,4,4,3,303,0269,1888,C3,1,0,0
3018560032,16,16,16,16,16,16,3,303,0273,1905,C1,1,1,1
3018580044,0,14,0,14,14,14,3,303,0273,1905,C7,0,1,0
3018580045,0,8,8,8,8,8,3,303,0273,1905,C7,0,1,1
3018590022,10,10,10,10,10,10,3,303,0273,2013,C7,1,1,1
3018600016,0,0,6,6,6,6,3,303,0247,2008,S5,0,0,1
3018600059,15,15,0,15,15,15,3,303,0247,1905,C1,1,1,0
3018600074,70,70,70,70,70,70,3,303,0247,1920,D1,1,1,1
3018600092,4,0,0,4,4,4,3,303,0247,1905,C3,1,0,0
3018630016,3,0,0,3,3,3,3,303,0271,1910,S3,1,0,0
3018630026,24,24,0,24,24,24,3,303,0271,1910,D7,1,1,0
3018630059,8,8,8,8,8,8,3,303,0271,2014,C1,1,1,1
3018650038,16,16,16,16,16,16,3,303,0247,1905,C1,1,1,1
3018650042,3,3,0,8,8,8,3,303,0247,1910,C1,0.375,0.375,0
3018650047,8,0,0,8,8,8,3,303,0247,1905,C1,1,0,0
3018650048,6,6,6,16,16,16,3,303,0247,1905,C1,0.375,0.375,0.375
3018660021,1,1,1,12,12,12,3,303,0247,1931,C1,0.08333333333333333,0.08333333333333333,0.08333333333333333
3018670020,2,2,2,13,12,12,3,303,0247,1910,C1,0.15384615384615385,0.16666666666666666,0.16666666666666666
3018670021,15,15,15,16,16,16,3,303,0247,1905,C1,0.9375,0.9375,0.9375
3018670023,14,14,14,16,16,16,3,303,0247,1905,C1,0.875,0.875,0.875
3018670025,15,15,15,16,16,16,3,303,0247,1905,C1,0.9375,0.9375,0.9375
3018670036,4,0,0,4,4,4,3,303,0247,2013,C3,1,0,0
3018670046,0,7,7,7,7,7,3,303,0247,2014,C1,0,1,1
3018670047,0,10,10,10,10,10,3,303,0247,2014,C1,0,1,1
3018690001,49,49,49,49,49,49,3,303,0271,2015,D1,1,1,1
3018690007,6,6,6,20,20,20,3,303,0271,1910,C1,0.3,0.3,0.3
3018710002,5,0,0,6,6,6,3,303,0271,1910,C2,0.8333333333333334,0,0
3018710010,8,0,0,8,8,8,3,303,0271,1931,C1,1,0,0
3018710018,154,154,154,154,154,154,3,303,0271,1965,D1,1,1,1
3018710030,40,40,40,40,40,40,3,303,0271,2017,D1,1,1,1
3018710104,6,0,0,6,6,6,3,303,0271,1910,C2,1,0,0
