bbl,rs_units_19,rs_units_20,rs_units_21,total_units_19,total_units_20,total_units_21,boro,cd,ct_10,year_built,bldg_class,rs_share_19,rs_share_20,rs_share_21
1008430041,9,9,9,18,18,18,1,105,0052,1847,D6,0.5,0.5,0.5
1008600031,4,0,0,8,8,8,1,105,0074,1925,C7,0.5,0,0
1008600064,5,5,5,9,9,9,1,105,0074,1925,C7,0.5555555555555556,0.5555555555555556,0.5555555555555556
1008630044,114,114,114,364,364,364,1,105,0074,1913,D6,0.3131868131868132,0.3131868131868132,0.3131868131868132
1008740068,1,0,0,7,7,7,1,105,0050,1920,C5,0.14285714285714285,0,0
1008750025,2,2,2,42,42,42,1,106,0050,1950,D4,0.047619047619047616,0.047619047619047616,0.047619047619047616
1008760025,3,0,0,6,6,6,1,106,0050,1927,D3,0.5,0,0
1008820008,39,39,39,40,40,40,1,105,0068,1900,C5,0.975,0.975,0.975
1008820046,11,9,9,22,22,22,1,106,0068,1910,C7,0.5,0.4090909090909091,0.4090909090909091
1008820074,1,1,1,8,8,8,1,105,0068,1910,C7,0.125,0.125,0.125
1008830044,44,43,47,174,174,174,1,106,0068,1964,D6,0.25287356321839083,0.2471264367816092,0.27011494252873564
1008890039,22,22,20,217,217,217,1,106,0072,1975,D6,0.10138248847926268,0.10138248847926268,0.09216589861751152
1008950021,2,2,2,8,8,8,1,106,0080,1920,C7,0.25,0.25,0.25
1008960008,4,0,0,17,17,17,1,106,0048,1900,C7,0.23529411764705882,0,0
1008960017,17,17,17,17,17,17,1,106,0048,1988,D6,1,1,1
1008970008,29,29,29,59,59,59,1,106,0048,1930,D3,0.4915254237288136,0.4915254237288136,0.4915254237288136
1008990024,2,2,2,24,24,24,1,106,0048,1910,C7,0.08333333333333333,0.08333333333333333,0.08333333333333333
1009000027,0,163,163,292,292,292,1,106,0064,1963,D6,0,0.5582191780821918,0.5582191780821918
1009010036,3,3,3,24,24,24,1,106,0064,1936,C1,0.125,0.125,0.125
1009020017,3,0,3,12,10,10,1,106,0064,1920,C4,0.25,0,0.3
1009050057,0,0,7,28,28,28,1,106,0066,1930,C7,0,0,0.25
1009060011,5,5,5,35,35,35,1,106,0066,1920,D3,0.14285714285714285,0.14285714285714285,0.14285714285714285
1009060042,51,51,78,89,89,89,1,106,0066,1963,D1,0.5730337078651685,0.5730337078651685,0.8764044943820225
1009070003,2,2,0,16,16,16,1,106,0066,1930,C7,0.125,0.125,0
1009070045,8,8,8,20,20,20,1,106,0066,1920,C4,0.4,0.4,0.4
1009090014,7,7,7,20,20,20,1,106,0066,1912,C4,0.35,0.35,0.35
1009120036,2,2,2,39,39,39,1,106,0070,1915,D5,0.05128205128205128,0.05128205128205128,0.05128205128205128
1009120047,1,1,1,8,8,8,1,106,0070,1900,C1,0.125,0.125,0.125
1009160047,9,8,8,20,20,20,1,106,0078,1910,C4,0.45,0.4,0.4
1009200021,1,1,0,8,8,8,1,106,0088,1900,C4,0.125,0.125,0
1009210009,1,1,1,12,12,12,1,106,0048,1910,C7,0.08333333333333333,0.08333333333333333,0.08333333333333333
1009210018,11,3,3,20,20,20,1,106,0048,1910,D1,0.55,0.15,0.15
1009210041,5,4,4,24,24,24,1,106,0048,1910,C1,0.20833333333333334,0.16666666666666666,0.16666666666666666
1009230015,1,1,1,3,3,3,1,106,0048,1910,I4,0.3333333333333333,0.3333333333333333,0.3333333333333333
1009240013,1,0,0,28,28,28,1,106,0048,1920,D4,0.03571428571428571,0,0
1009250041,1,0,0,6,6,6,1,106,0064,1910,S5,0.16666666666666666,0,0
1009270026,4,0,0,5,5,5,1,106,0064,1910,S5,0.8,0,0
1009310001,112,112,112,404,404,404,1,106,0066,1970,D6,0.27722772277227725,0.27722772277227725,0.27722772277227725
1009350041,1,1,1,8,8,8,1,106,0070,1910,C5,0.125,0.125,0.125
1009390026,8,9,9,9,9,9,1,106,0070,1901,C7,0.8888888888888888,1,1
1009390048,5,5,5,16,16,16,1,106,0070,1920,C7,0.3125,0.3125,0.3125
1010100046,37,37,37,120,120,120,1,105,0137,1930,D7,0.30833333333333335,0.30833333333333335,0.30833333333333335
1010210001,550,271,140,550,550,550,1,105,0125,1998,D6,1,0.49272727272727274,0.2545454545454545
1010230002,11,11,11,34,34,34,1,105,0131,1915,C7,0.3235294117647059,0.3235294117647059,0.3235294117647059
1010270003,7,7,7,8,8,8,1,105,0137,1920,C7,0.875,0.875,0.875
1010270058,18,19,19,23,23,23,1,105,0137,1926,C7,0.782608695652174,0.8260869565217391,0.8260869565217391
1010330001,256,255,255,256,256,256,1,104,0121,2002,D6,1,0.99609375,0.99609375
1010350006,64,0,0,79,79,79,1,104,0121,1920,C4,0.810126582278481,0,0
1010360001,8,8,8,16,16,16,1,104,0121,1920,C7,0.5,0.5,0.5
1010370006,5,5,5,6,6,6,1,104,0127,1920,S5,0.8333333333333334,0.8333333333333334,0.8333333333333334
1010370052,5,5,5,12,12,12,1,104,0127,1920,C4,0.4166666666666667,0.4166666666666667,0.4166666666666667
1010380027,10,10,10,20,20,20,1,104,0127,1920,C4,0.5,0.5,0.5
1010380060,20,20,0,20,20,20,1,104,0127,1920,C4,1,1,0
1010390054,7,7,17,20,20,20,1,104,0127,1920,C4,0.35,0.35,0.85
1010390103,8,0,0,8,8,8,1,104,0127,1920,C7,1,0,0
1010410047,54,54,54,112,112,112,1,104,0133,1920,C5,0.48214285714285715,0.48214285714285715,0.48214285714285715
1010420001,4,0,4,10,10,10,1,104,0133,1900,C7,0.4,0,0.4
1010430063,13,13,13,18,18,18,1,104,0133,1920,C7,0.7222222222222222,0.7222222222222222,0.7222222222222222
1010450020,2,2,2,39,39,39,1,104,0139,1980,D4,0.05128205128205128,0.05128205128205128,0.05128205128205128
1010450054,121,121,121,126,126,126,1,104,0139,1912,D3,0.9603174603174603,0.9603174603174603,0.9603174603174603
1010460061,2,0,0,8,8,8,1,104,0139,1930,C7,0.25,0,0
1010530004,7,7,7,14,14,14,1,104,0121,1910,C7,0.5,0.5,0.5
1010530039,35,35,35,35,35,35,1,104,0121,1932,D1,1,1,1
1010540023,8,8,8,20,20,20,1,104,0121,1890,C4,0.4,0.4,0.4
1010540033,5,0,0,7,7,7,1,104,0121,1920,C7,0.7142857142857143,0,0
1010540053,12,6,0,14,14,14,1,104,0121,1920,C4,0.8571428571428571,0.42857142857142855,0
1010550022,3,3,3,11,11,11,1,104,0121,1910,C4,0.2727272727272727,0.2727272727272727,0.2727272727272727
1010550057,3,3,3,20,20,20,1,104,0121,1901,C4,0.15,0.15,0.15
1010560045,2,2,2,15,15,15,1,104,0127,1901,C4,0.13333333333333333,0.13333333333333333,0.13333333333333333
1010560059,9,9,9,15,15,15,1,104,0127,1910,C4,0.6,0.6,0.6
1010570031,6,6,6,6,6,6,1,104,0127,1910,S5,1,1,1
1010570048,17,17,18,36,36,36,1,104,0127,1900,C4,0.4722222222222222,0.4722222222222222,0.5
1010580029,7,7,7,12,12,12,1,104,0127,1920,C7,0.5833333333333334,0.5833333333333334,0.5833333333333334
1010580039,3,3,3,15,15,15,1,104,0127,1901,C4,0.2,0.2,0.2
1010590006,4,4,4,10,10,10,1,104,0127,1901,C4,0.4,0.4,0.4
1010600006,14,14,14,14,14,14,1,104,0133,1910,C4,1,1,1
1010600023,9,9,9,9,9,9,1,104,0133,1901,C4,1,1,1
1010610032,2,2,2,6,6,6,1,104,0133,1910,S5,0.3333333333333333,0.3333333333333333,0.3333333333333333
1010620027,17,17,17,17,17,17,1,104,0133,1910,C4,1,1,1
1010620036,1,1,1,9,9,9,1,104,0133,1910,C7,0.1111111111111111,0.1111111111111111,0.1111111111111111
1010650039,11,11,11,16,16,16,1,104,0139,1901,C7,0.6875,0.6875,0.6875
1010660024,16,16,16,16,16,16,1,104,0139,1910,C4,1,1,1
1010660064,1,1,1,16,16,16,1,104,0139,1901,C7,0.0625,0.0625,0.0625
1010670022,3,2,2,40,40,40,1,104,0139,1940,D4,0.075,0.05,0.05
1010740045,2,2,2,10,10,10,1,104,0129,1910,C4,0.2,0.2,0.2
1010750035,5,0,0,8,8,8,1,104,0129,1910,C7,0.625,0,0
1010750050,2,2,0,18,18,18,1,104,0129,1910,C7,0.1111111111111111,0.1111111111111111,0
1010770023,8,8,8,20,20,20,1,104,0129,1901,C4,0.4,0.4,0.4
1010800001,11,11,11,12,12,12,1,104,0135,1946,C7,0.9166666666666666,0.9166666666666666,0.9166666666666666
1010990030,1,1,1,11,11,11,1,104,0135,1901,C7,0.09090909090909091,0.09090909090909091,0.09090909090909091
1011140061,1,1,1,136,148,148,1,107,0145,1974,D4,0.007352941176470588,0.006756756756756757,0.006756756756756757
1011180001,27,27,27,320,320,320,1,107,0149,1974,M1,0.084375,0.084375,0.084375
1011200061,2,2,2,58,58,58,1,107,0153,1924,D4,0.034482758620689655,0.034482758620689655,0.034482758620689655
1011210004,0,4,4,10,10,10,1,107,0153,1894,C7,0,0.4,0.4
1011210013,2,2,2,10,10,10,1,107,0153,1897,C5,0.2,0.2,0.2
1011210058,2,2,2,10,10,10,1,107,0153,1893,C5,0.2,0.2,0.2
1011210114,2,2,2,10,10,10,1,107,0153,1894,C5,0.2,0.2,0.2
1011220011,4,4,4,10,10,10,1,107,0153,1892,C5,0.4,0.4,0.4
1011220043,2,2,2,10,10,10,1,107,0153,1892,C5,0.2,0.2,0.2
1011220054,2,2,2,8,8,8,1,107,0153,1892,C5,0.25,0.25,0.25
1011230003,1,1,1,11,11,11,1,107,0157,1892,C7,0.09090909090909091,0.09090909090909091,0.09090909090909091
1011230021,4,4,4,9,9,9,1,107,0157,1892,C6,0.4444444444444444,0.4444444444444444,0.4444444444444444
1011230056,3,3,3,10,10,10,1,107,0157,1889,C5,0.3,0.3,0.3
1011240056,13,0,13,50,50,50,1,107,0157,1915,D6,0.26,0,0.26
1011250009,70,0,0,92,92,92,1,107,0157,1929,D7,0.7608695652173914,0,0
1011250060,2,2,2,10,10,10,1,107,0157,1891,C5,0.2,0.2,0.2
1011270007,2,2,2,7,7,7,1,107,0161,1890,C5,0.2857142857142857,0.2857142857142857,0.2857142857142857
1011270016,6,6,6,10,10,10,1,107,0161,1889,C5,0.6,0.6,0.6
1011270055,5,5,6,10,10,10,1,107,0161,1890,C6,0.5,0.5,0.6
1011280008,2,0,0,10,10,10,1,107,0161,1892,C5,0.2,0,0
1011280017,1,1,1,12,12,12,1,107,0161,1893,C5,0.08333333333333333,0.08333333333333333,0.08333333333333333
1011280041,2,2,2,11,11,11,1,107,0161,1900,D1,0.18181818181818182,0.18181818181818182,0.18181818181818182
1011280050,3,3,3,9,9,9,1,107,0161,1891,C5,0.3333333333333333,0.3333333333333333,0.3333333333333333
1011280061,54,0,1,56,56,56,1,107,0161,1894,D6,0.9642857142857143,0,0.017857142857142856
1011290008,1,1,1,10,10,10,1,107,0161,1893,C5,0.1,0.1,0.1
1011290017,5,5,5,21,21,21,1,107,0161,1895,D1,0.23809523809523808,0.23809523809523808,0.23809523809523808
1011290064,9,9,9,36,36,36,1,107,0161,1895,D7,0.25,0.25,0.25
1011400037,8,8,8,36,36,36,1,107,0153,1924,D3,0.2222222222222222,0.2222222222222222,0.2222222222222222
1011410018,1,1,3,8,8,8,1,107,0153,1886,C4,0.125,0.125,0.375
1011420031,3,3,3,14,14,14,1,107,0157,1886,C7,0.21428571428571427,0.21428571428571427,0.21428571428571427
1011430031,5,5,5,8,8,8,1,107,0157,1884,C7,0.625,0.625,0.625
1011430048,1,1,1,7,7,7,1,107,0157,1884,C7,0.14285714285714285,0.14285714285714285,0.14285714285714285
1011440001,25,25,25,89,89,89,1,107,0157,1906,D6,0.2808988764044944,0.2808988764044944,0.2808988764044944
1011440024,7,7,6,90,90,90,1,107,0157,1926,D4,0.07777777777777778,0.07777777777777778,0.06666666666666667
1011440041,5,5,5,8,8,8,1,107,0157,1882,C5,0.625,0.625,0.625
1011440051,9,9,9,10,10,10,1,107,0157,1883,C5,0.9,0.9,0.9
1011440115,2,2,3,7,7,7,1,107,0157,1887,C7,0.2857142857142857,0.2857142857142857,0.42857142857142855
1011450033,1,1,1,8,8,8,1,107,0157,1887,C7,0.125,0.125,0.125
1011450043,4,4,4,10,10,10,1,107,0157,1887,C5,0.4,0.4,0.4
1011450061,9,9,8,150,150,150,1,107,0157,1913,D4,0.06,0.06,0.05333333333333334
1011460001,4,0,4,6,6,6,1,107,0161,1886,S5,0.6666666666666666,0,0.6666666666666666
1011460013,1,0,0,10,10,10,1,107,0161,1893,C5,0.1,0,0
1011460025,3,2,2,10,10,10,1,107,0161,1888,C5,0.3,0.2,0.2
1011460040,8,4,4,10,10,10,1,107,0161,1892,C5,0.8,0.4,0.4
1011460060,0,1,0,10,10,10,1,107,0161,1888,C5,0,0.1,0
1011460126,2,3,3,10,10,10,1,107,0161,1888,C5,0.2,0.3,0.3
1011470013,10,10,10,10,10,10,1,107,0161,1891,C5,1,1,1
1011470023,2,2,2,8,8,8,1,107,0161,1891,C5,0.25,0.25,0.25
1011470034,2,2,2,10,10,10,1,107,0161,1889,C5,0.2,0.2,0.2
1011490026,1,1,1,10,10,10,1,107,0161,1891,C5,0.1,0.1,0.1
1011490061,4,4,4,15,15,15,1,107,0161,1890,C7,0.26666666666666666,0.26666666666666666,0.26666666666666666
1011500051,1,1,1,24,24,24,1,107,0165,1926,D1,0.041666666666666664,0.041666666666666664,0.041666666666666664
1011620029,2,1,1,387,387,387,1,107,0159,1971,D4,0.00516795865633075,0.002583979328165375,0.002583979328165375
1011630020,8,8,8,34,34,34,1,107,0159,1920,D7,0.23529411764705882,0.23529411764705882,0.23529411764705882
1011630046,2,1,1,9,9,9,1,107,0159,1887,C7,0.2222222222222222,0.1111111111111111,0.1111111111111111
1011640055,7,7,7,9,9,9,1,107,0159,1888,C1,0.7777777777777778,0.7777777777777778,0.7777777777777778
1011640159,9,0,0,10,10,10,1,107,0159,1888,C1,0.9,0,0
1011680010,17,17,17,77,77,77,1,107,0163,1925,D6,0.22077922077922077,0.22077922077922077,0.22077922077922077
1011690040,17,17,17,25,25,25,1,107,0163,1920,D3,0.68,0.68,0.68
1011700023,1,1,1,40,40,40,1,107,0167,1926,D4,0.025,0.025,0.025
1011710157,165,214,214,244,244,244,1,107,0151,2016,D6,0.6762295081967213,0.8770491803278688,0.8770491803278688
1011830022,13,13,13,28,28,28,1,107,0159,1924,D7,0.4642857142857143,0.4642857142857143,0.4642857142857143
1011830037,11,11,10,120,120,120,1,107,0159,1924,D4,0.09166666666666666,0.09166666666666666,0.08333333333333333
1011830124,1,1,1,10,10,10,1,107,0159,1896,C1,0.1,0.1,0.1
1011840006,7,7,7,18,18,18,1,107,0159,1901,D3,0.3888888888888889,0.3888888888888889,0.3888888888888889
1011840062,1,0,0,9,9,9,1,107,0163,1897,C1,0.1111111111111111,0,0
1011840103,1,0,0,10,10,10,1,107,0163,1897,C1,0.1,0,0
1011850032,4,5,5,74,74,74,1,107,0163,1944,D4,0.05405405405405406,0.06756756756756757,0.06756756756756757
1011850066,1,1,0,10,10,10,1,107,0163,1891,C1,0.1,0.1,0
1011850094,3,3,3,10,10,10,1,107,0163,1887,C1,0.3,0.3,0.3
1011860038,2,2,2,9,9,9,1,107,0163,1895,C1,0.2222222222222222,0.2222222222222222,0.2222222222222222
1011950152,2,0,0,5,5,5,1,107,0165,1887,C5,0.4,0,0
1011960023,3,3,3,13,13,13,1,107,0169,1887,C5,0.23076923076923078,0.23076923076923078,0.23076923076923078
1011960052,3,3,3,66,66,66,1,107,0169,1911,D4,0.045454545454545456,0.045454545454545456,0.045454545454545456
1011970001,1,1,1,11,11,11,1,107,0169,1886,C7,0.09090909090909091,0.09090909090909091,0.09090909090909091
1011970058,2,2,2,12,12,12,1,107,0169,1885,C5,0.16666666666666666,0.16666666666666666,0.16666666666666666
1011980017,31,0,31,42,42,42,1,107,0169,1973,D1,0.7380952380952381,0,0.7380952380952381
1011980037,4,4,4,10,10,10,1,107,0169,1887,C5,0.4,0.4,0.4
1011980126,2,2,2,7,7,7,1,107,0169,1886,C5,0.2857142857142857,0.2857142857142857,0.2857142857142857
1011990006,5,5,5,15,15,15,1,107,0169,1969,C5,0.3333333333333333,0.3333333333333333,0.3333333333333333
1012000010,2,2,2,10,10,10,1,107,0173,1896,C5,0.2,0.2,0.2
1012010023,14,14,0,43,43,43,1,107,0173,1894,D3,0.32558139534883723,0.32558139534883723,0
1012010044,4,4,4,10,10,10,1,107,0173,1889,C5,0.4,0.4,0.4
1012020042,0,0,2,10,10,10,1,107,0173,1894,C5,0,0,0.2
1012020112,3,3,3,7,7,7,1,107,0173,1894,C5,0.42857142857142855,0.42857142857142855,0.42857142857142855
1012030018,2,2,2,10,10,10,1,107,0173,1895,C5,0.2,0.2,0.2
1012030042,3,3,3,10,10,10,1,107,0173,1893,C5,0.3,0.3,0.3
1012030109,6,6,6,7,7,7,1,107,0173,1895,C1,0.8571428571428571,0.8571428571428571,0.8571428571428571
1012040020,1,1,1,10,10,10,1,107,0177,1899,C5,0.1,0.1,0.1
1012060001,147,146,147,203,203,203,1,107,0177,1970,D7,0.7241379310344828,0.7192118226600985,0.7241379310344828
1012070015,1,1,1,32,32,32,1,107,0177,1920,D4,0.03125,0.03125,0.03125
1012100017,2,1,3,53,53,53,1,107,0165,1914,D4,0.03773584905660377,0.018867924528301886,0.05660377358490566
1012110056,4,0,0,45,45,45,1,107,0165,1927,D4,0.08888888888888889,0,0
1012120005,3,3,3,20,20,20,1,107,0165,1890,C7,0.15,0.15,0.15
1012130023,3,3,3,10,10,10,1,107,0169,1889,C5,0.3,0.3,0.3
1012130040,6,6,6,20,20,20,1,107,0169,1891,C5,0.3,0.3,0.3
1012150035,1,1,1,85,85,85,1,107,0169,1931,D4,0.011764705882352941,0.011764705882352941,0.011764705882352941
1012160008,5,5,5,10,10,10,1,107,0169,1891,C5,0.5,0.5,0.5
1012160027,14,14,14,41,41,41,1,107,0169,1900,D6,0.34146341463414637,0.34146341463414637,0.34146341463414637
1012160050,1,0,0,10,10,10,1,107,0169,1900,D9,0.1,0,0
1012170050,4,4,3,41,41,41,1,107,0173,1914,D4,0.0975609756097561,0.0975609756097561,0.07317073170731707
1012220056,3,2,2,9,9,9,1,107,0177,1910,C7,0.3333333333333333,0.2222222222222222,0.2222222222222222
1012250052,1,1,1,40,40,40,1,107,0181,1925,D4,0.025,0.025,0.025
1012260010,3,3,3,7,7,7,1,107,0181,1900,C1,0.42857142857142855,0.42857142857142855,0.42857142857142855
1012260039,6,6,6,23,23,23,1,107,0181,1900,C1,0.2608695652173913,0.2608695652173913,0.2608695652173913
1012270022,2,2,2,8,8,8,1,107,0167,1896,C5,0.25,0.25,0.25
1012270036,3,3,3,12,12,12,1,107,0167,1895,C7,0.25,0.25,0.25
1012280028,6,6,6,19,19,19,1,107,0167,1910,C7,0.3157894736842105,0.3157894736842105,0.3157894736842105
1012280039,3,3,3,20,20,20,1,107,0167,1920,D3,0.15,0.15,0.15
1012310029,4,4,4,12,12,12,1,107,0171,1895,C7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1012330033,1,1,1,224,225,225,1,107,0171,1931,D4,0.004464285714285714,0.0044444444444444444,0.0044444444444444444
1012350010,11,11,11,39,39,39,1,107,0175,1900,D7,0.28205128205128205,0.28205128205128205,0.28205128205128205
1012350039,3,3,3,15,15,15,1,107,0175,1905,C1,0.2,0.2,0.2
1012360036,11,11,11,13,13,13,1,107,0175,1910,C7,0.8461538461538461,0.8461538461538461,0.8461538461538461
1012370029,2,2,2,115,115,115,1,107,0175,1925,D4,0.017391304347826087,0.017391304347826087,0.017391304347826087
1012380054,8,7,7,35,35,35,1,107,0179,1920,D1,0.22857142857142856,0.2,0.2
1012390029,5,5,5,22,22,22,1,107,0179,1900,C7,0.22727272727272727,0.22727272727272727,0.22727272727272727
1012390108,5,5,5,15,15,15,1,107,0179,1897,C1,0.3333333333333333,0.3333333333333333,0.3333333333333333
1012400036,27,27,26,67,67,67,1,107,0179,1934,D7,0.40298507462686567,0.40298507462686567,0.3880597014925373
1012410001,0,18,18,63,63,63,1,107,0179,1918,D3,0,0.2857142857142857,0.2857142857142857
1012410061,30,30,30,90,90,90,1,107,0179,1925,D3,0.3333333333333333,0.3333333333333333,0.3333333333333333
1012420042,8,8,8,19,19,19,1,107,0183,1910,D7,0.42105263157894735,0.42105263157894735,0.42105263157894735
1012430036,2,2,2,8,8,8,1,107,0183,1900,C7,0.25,0.25,0.25
1012440030,2,2,2,12,12,12,1,107,0167,1899,C1,0.16666666666666666,0.16666666666666666,0.16666666666666666
1012440090,57,56,56,133,133,133,1,107,0167,1929,D6,0.42857142857142855,0.42105263157894735,0.42105263157894735
1012450008,1,1,1,10,10,10,1,107,0171,1892,C5,0.1,0.1,0.1
1012450040,10,10,10,42,42,42,1,107,0171,1901,D3,0.23809523809523808,0.23809523809523808,0.23809523809523808
1012450091,1,1,1,8,8,8,1,107,0171,1889,C5,0.125,0.125,0.125
1012460028,7,2,2,8,8,8,1,107,0171,1900,C5,0.875,0.25,0.25
1012460046,2,1,1,20,20,20,1,107,0171,1896,D4,0.1,0.05,0.05
1012470013,15,15,15,36,36,36,1,107,0171,1899,D2,0.4166666666666667,0.4166666666666667,0.4166666666666667
1012480153,3,3,3,10,10,10,1,107,0175,1896,C5,0.3,0.3,0.3
1012490018,5,0,0,6,6,6,1,107,0175,1892,C2,0.8333333333333334,0,0
1012490043,4,3,3,9,9,9,1,107,0175,1891,C5,0.4444444444444444,0.3333333333333333,0.3333333333333333
1012490057,25,25,25,64,64,64,1,107,0175,1911,D3,0.390625,0.390625,0.390625
1012500030,59,59,61,132,132,132,1,107,0175,1927,D6,0.44696969696969696,0.44696969696969696,0.4621212121212121
1012500106,2,0,0,5,5,5,1,107,0175,1891,C2,0.4,0,0
1012510019,2,2,0,8,8,8,1,107,0179,1899,C1,0.25,0.25,0
1012520005,13,13,13,84,84,84,1,107,0179,1905,D6,0.15476190476190477,0.15476190476190477,0.15476190476190477
1012520017,12,11,10,62,62,62,1,107,0179,1925,D4,0.1935483870967742,0.1774193548387097,0.16129032258064516
1012520041,2,2,2,28,28,28,1,107,0179,1902,D4,0.07142857142857142,0.07142857142857142,0.07142857142857142
1012710060,0,3,3,6,6,6,1,105,0104,1930,S5,0,0.5,0.5
1012980034,28,28,28,28,28,28,1,106,0092,1930,K4,1,1,1
1013100040,5,5,5,6,6,6,1,106,0100,1920,S9,0.8333333333333334,0.8333333333333334,0.8333333333333334
1013120033,38,38,38,112,112,112,1,106,011203,1960,D6,0.3392857142857143,0.3392857142857143,0.3392857142857143
1013320018,5,5,5,16,16,16,1,106,0108,1904,C5,0.3125,0.3125,0.3125
1013410049,4,4,4,6,6,6,1,106,0090,1900,S9,0.6666666666666666,0.6666666666666666,0.6666666666666666
1013420012,41,41,41,204,204,204,1,106,0098,1965,D3,0.20098039215686275,0.20098039215686275,0.20098039215686275
1013440018,1,1,2,40,40,40,1,106,0098,1942,D4,0.025,0.025,0.05
1013450034,7,7,7,15,15,15,1,106,0098,1901,C5,0.4666666666666667,0.4666666666666667,0.4666666666666667
1013470035,5,0,0,20,20,20,1,106,0108,1920,C5,0.25,0,0
1013500029,4,4,4,8,8,8,1,106,0108,1930,C7,0.5,0.5,0.5
1013510021,1,1,1,10,10,10,1,106,0108,1900,C4,0.1,0.1,0.1
1013640047,15,15,15,24,24,24,1,106,008603,1900,C7,0.625,0.625,0.625
1013690042,10,10,9,125,125,125,1,106,010601,1974,HS,0.08,0.08,0.072
1013740046,7,7,7,7,7,7,1,108,011401,1910,C7,1,1,1
1013750027,3,0,0,3,3,3,1,108,011401,1900,S9,1,0,0
1013780021,2,2,2,9,9,9,1,108,0122,1877,C7,0.2222222222222222,0.2222222222222222,0.2222222222222222
1013780066,2,2,2,24,7,7,1,108,0122,1900,D3,0.08333333333333333,0.2857142857142857,0.2857142857142857
1013830028,9,8,8,12,12,12,1,108,0122,1911,D1,0.75,0.6666666666666666,0.6666666666666666
1013840051,1,1,0,8,8,8,1,108,0122,1884,C7,0.125,0.125,0
1013880049,3,0,3,8,8,8,1,108,0130,1871,C5,0.375,0,0.375
1013910013,1,0,0,5,5,5,1,108,0130,1896,C2,0.2,0,0
1013930012,3,3,3,16,16,16,1,108,0142,1900,D3,0.1875,0.1875,0.1875
1013950040,2,2,0,9,9,9,1,108,011402,1926,C7,0.2222222222222222,0.2222222222222222,0
1013950167,3,3,3,10,10,10,1,108,011402,1910,C1,0.3,0.3,0.3
1013960020,2,0,0,7,7,7,1,108,011402,1910,C7,0.2857142857142857,0,0
1013970022,0,2,2,6,6,6,1,108,011402,1910,S9,0,0.3333333333333333,0.3333333333333333
1014070023,3,3,3,7,7,7,1,108,0128,1882,C7,0.42857142857142855,0.42857142857142855,0.42857142857142855
1014090042,22,20,19,38,38,38,1,108,0128,1927,D6,0.5789473684210527,0.5263157894736842,0.5
1014120029,17,16,16,40,40,40,1,108,0140,1930,D7,0.425,0.4,0.4
1014140007,2,2,2,6,6,6,1,108,0110,1910,S5,0.3333333333333333,0.3333333333333333,0.3333333333333333
1014140030,1,1,1,18,18,18,1,108,0110,1940,D4,0.05555555555555555,0.05555555555555555,0.05555555555555555
1014150007,10,0,0,12,12,12,1,108,0110,1930,C7,0.8333333333333334,0,0
1014150017,2,0,2,5,5,5,1,108,0110,1900,S9,0.4,0,0.4
1014240037,1,1,1,17,17,17,1,108,0126,1920,C4,0.058823529411764705,0.058823529411764705,0.058823529411764705
1014250005,23,22,21,268,267,267,1,108,0126,1975,D6,0.08582089552238806,0.08239700374531835,0.07865168539325842
1014260029,19,19,19,68,68,68,1,108,0126,1930,D6,0.27941176470588236,0.27941176470588236,0.27941176470588236
1014280017,1,1,1,84,84,84,1,108,0126,1936,D4,0.011904761904761904,0.011904761904761904,0.011904761904761904
1014290036,10,10,10,10,10,10,1,108,0134,1910,C4,1,1,1
1014310025,2,2,2,22,22,22,1,108,0134,1910,C7,0.09090909090909091,0.09090909090909091,0.09090909090909091
1014310032,4,5,5,23,23,23,1,108,0134,1920,D9,0.17391304347826086,0.21739130434782608,0.21739130434782608
1014310043,14,14,14,30,30,30,1,108,0134,1940,D9,0.4666666666666667,0.4666666666666667,0.4666666666666667
1014320011,20,20,20,20,20,20,1,108,0134,1910,C4,1,1,1
1014320015,2,2,2,16,16,16,1,108,0134,1910,C5,0.125,0.125,0.125
1014320037,15,15,15,23,23,23,1,108,0134,1910,D9,0.6521739130434783,0.6521739130434783,0.6521739130434783
1014350021,2,2,2,16,16,16,1,108,0110,1910,HS,0.125,0.125,0.125
1014360008,1,1,1,20,20,20,1,108,0110,1940,C7,0.05,0.05,0.05
1014360033,15,14,14,22,22,22,1,108,0110,1910,C7,0.6818181818181818,0.6363636363636364,0.6363636363636364
1014370041,23,23,25,90,90,90,1,108,0110,1949,D1,0.25555555555555554,0.25555555555555554,0.2777777777777778
1014390034,5,5,5,20,20,20,1,108,0118,1910,C4,0.25,0.25,0.25
1014400020,18,18,18,20,20,20,1,108,0118,1910,C4,0.9,0.9,0.9
1014400041,10,10,10,35,35,35,1,108,0118,1920,C7,0.2857142857142857,0.2857142857142857,0.2857142857142857
1014410014,16,16,16,45,45,45,1,108,0118,1959,D3,0.35555555555555557,0.35555555555555557,0.35555555555555557
1014440029,5,0,0,5,5,5,1,108,0126,1910,S5,1,0,0
1014440050,3,3,3,17,17,17,1,108,0126,1910,C7,0.17647058823529413,0.17647058823529413,0.17647058823529413
1014450030,4,4,0,7,7,7,1,108,0126,1915,C7,0.5714285714285714,0.5714285714285714,0
1014460004,9,0,9,9,9,9,1,108,0126,1915,C7,1,0,1
1014470031,21,21,21,39,39,39,1,108,0126,1910,D3,0.5384615384615384,0.5384615384615384,0.5384615384615384
