,BBL,Aleration_Count,altered_lessthan5yrs,altered_morethan5yrs,ClassANet_Avg,Enlargement_Count
7453,3036740038,1,1,0,2.0,0
7454,3036740045,1,0,1,0.0,0
7455,3036900009,1,0,1,0.0,0
7456,3036920011,1,0,1,-1.0,0
7457,3037060033,1,0,1,0.0,0
7458,3037200026,1,0,1,2.0,0
7459,3037200029,1,0,1,0.0,0
7460,3037420041,1,0,1,-1.0,0
7461,3037520001,1,0,1,0.0,0
7462,3037550003,1,0,1,0.0,0
7463,3037550017,1,1,0,0.0,0
7464,3037590040,1,0,1,1.0,0
7465,3037717501,1,1,0,0.0,0
7466,3037720017,1,0,1,1.0,0
7467,3037720037,1,0,1,0.0,0
7468,3037730026,1,0,1,0.0,0
7469,3037760012,1,0,1,-1.0,0
7470,3037760050,1,0,1,1.0,0
7471,3037900035,2,1,0,0.0,0
7472,3038060003,1,0,1,0.0,0
7473,3038100047,1,0,1,0.0,0
7474,3038220031,1,0,1,0.0,0
7475,3038270021,1,0,1,1.0,0
7476,3038270022,1,0,1,1.0,0
7477,3038270023,1,0,1,1.0,0
7478,3038270029,1,0,1,1.0,0
7479,3038270030,1,0,1,1.0,0
7480,3038270031,1,0,1,1.0,0
7481,3038270032,1,0,1,1.0,0
7482,3038330038,1,0,1,-1.0,0
7483,3038340015,1,0,1,0.0,0
7484,3038370010,1,0,1,0.0,0
7485,3038430017,1,1,0,1.0,0
7486,3038430018,1,1,0,1.0,0
7487,3038450047,1,0,1,-2.0,0
7488,3038660038,1,0,1,0.0,0
7489,3038750039,1,0,1,0.0,0
7490,3038860080,1,0,1,0.0,0
7491,3038900407,1,0,1,0.0,0
7492,3038910435,1,0,1,0.0,0
7493,3039120010,1,1,0,1.0,0
7494,3039230030,1,0,1,0.0,0
7495,3039260027,1,1,0,1.0,0
7496,3039270027,1,0,1,1.0,0
7497,3039270067,1,1,0,0.0,0
7498,3039310011,1,0,1,1.0,1
7499,3039350038,1,0,1,1.0,0
7500,3039420005,1,0,1,0.0,0
7501,3039470022,1,0,1,0.0,0
7502,3039480012,1,0,1,1.0,0
7503,3039480017,1,0,1,-1.0,0
7504,3039520023,1,0,1,2.0,0
7505,3039530059,1,0,1,0.0,0
7506,3039540018,1,0,1,1.0,0
7507,3039540019,1,0,1,0.0,0
7508,3039570035,1,1,0,1.0,1
7509,3039580011,1,1,0,0.0,0
7510,3039720001,1,1,0,10.0,0
7511,3039760015,1,0,1,0.0,0
7512,3039780033,1,0,1,0.0,0
7513,3039840028,1,0,1,0.0,0
7514,3039940035,1,1,0,0.0,0
7515,3040040021,1,0,1,0.0,0
7516,3040050038,1,0,1,0.0,0
7517,3040160022,1,0,1,0.0,0
7518,3040200016,1,0,1,0.0,0
7519,3040200034,1,0,1,1.0,0
7520,3040250028,1,0,1,0.0,0
7521,3040320031,1,0,1,0.0,0
7522,3040490125,1,0,1,0.0,0
7523,3040500016,1,1,0,0.0,0
7524,3040530011,1,1,0,0.0,1
7525,3040560021,1,0,1,0.0,0
7526,3040560145,1,0,1,0.0,0
7527,3040570011,1,0,1,1.0,0
7528,3040610004,1,0,1,0.0,0
7529,3040620010,1,1,0,1.0,0
7530,3040640044,1,0,1,1.0,0
7531,3040670022,1,0,1,0.0,0
7532,3040710042,1,0,1,1.0,0
7533,3040730014,1,0,1,1.0,0
7534,3040800005,1,0,1,-1.0,0
7535,3040800041,1,0,1,-1.0,0
7536,3040830001,1,1,0,-1.0,0
7537,3040840012,1,1,0,1.0,0
7538,3040890133,1,0,1,0.0,0
7539,3041040007,1,0,1,1.0,0
7540,3041040012,1,0,1,1.0,0
7541,3041050075,1,1,0,1.0,0
7542,3041050114,1,0,1,0.0,0
7543,3041070105,1,0,1,-1.0,0
7544,3041080092,1,0,1,0.0,0
7545,3041120079,1,1,0,12.0,0
7546,3041130001,2,0,1,0.0,0
7547,3041200017,1,0,1,1.0,0
7548,3041210038,1,0,1,1.0,0
7549,3041310024,1,0,1,1.0,0
7550,3041450069,1,0,1,0.0,0
7551,3041460010,1,0,1,0.0,0
7552,3041470067,1,0,1,-3.0,0
7553,3041510037,1,1,0,0.0,0
7554,3041520053,1,1,0,1.0,0
7555,3041540007,1,0,1,0.0,1
7556,3041540087,1,0,1,0.0,0
7557,3041630019,1,0,1,1.0,0
7558,3041640035,1,0,1,0.0,0
7559,3041700008,1,1,0,0.0,0
7560,3041720027,1,0,1,1.0,1
7561,3041830035,1,0,1,0.0,1
7562,3042000117,1,0,1,3.0,0
7563,3042050013,1,0,1,1.0,0
7564,3042050031,1,0,1,1.0,1
7565,3042050039,1,0,1,1.0,0
7566,3042110009,1,0,1,1.0,1
7567,3042120034,1,1,0,1.0,0
7568,3042290009,1,0,1,1.0,0
7569,3042340034,1,1,0,2.0,0
7570,3042500001,1,0,1,-1.0,0
7571,3042500052,1,0,1,-2.0,0
7572,3042680006,1,0,1,1.0,0
7573,3042690042,1,0,1,1.0,0
7574,3042700045,1,1,0,1.0,0
7575,3042850015,1,0,1,0.0,1
7576,3042890001,1,1,0,0.0,0
7577,3042950063,2,0,1,0.0,0
7578,3042970053,2,0,1,0.5,0
7579,3042970067,1,1,0,1.0,0
7580,3042970069,1,1,0,1.0,0
7581,3043050075,1,0,1,22.0,0
7582,3043080035,1,1,0,0.0,0
7583,3043310001,1,0,1,0.0,0
7584,3043350012,1,1,0,1.0,0
7585,3043390050,1,1,0,1.0,1
7586,3044280001,1,0,1,1.0,0
7587,3044530023,1,0,1,0.0,0
7588,3044560054,1,0,1,0.0,0
7589,3044570063,1,0,1,0.0,0
7590,3045040107,1,0,1,1.0,0
7591,3045060016,1,0,1,0.0,0
7592,3045190006,1,1,0,1.0,0
7593,3045290051,1,0,1,1.0,1
7594,3045480045,1,0,1,1.0,0
7595,3045880011,1,0,1,1.0,0
7596,3045890025,1,1,0,0.0,0
7597,3045890061,1,1,0,1.0,0
7598,3045930033,1,0,1,0.0,0
7599,3045930068,1,1,0,0.0,0
7600,3045940015,1,1,0,0.0,0
7601,3046050032,1,1,0,5.0,0
7602,3046050071,1,0,1,-1.0,0
7603,3046090017,1,0,1,-1.0,0
7604,3046110029,1,1,0,-2.0,0
7605,3046220001,1,0,1,1.0,0
7606,3046230022,1,1,0,1.0,0
7607,3046240032,1,1,0,1.0,0
7608,3046250006,1,1,0,1.0,0
7609,3046270044,1,0,1,-1.0,0
7610,3046450062,1,1,0,1.0,0
7611,3046450079,1,1,0,1.0,0
7612,3046460054,1,0,1,1.0,0
7613,3046500004,1,0,1,0.0,0
7614,3046500082,1,0,1,1.0,0
7615,3046620028,1,0,1,3.0,0
7616,3046620041,1,0,1,9.0,0
7617,3046680032,1,1,0,2.0,0
7618,3046730043,1,0,1,0.0,0
7619,3046760029,1,0,1,0.0,0
7620,3046780039,1,0,1,0.0,0
7621,3046800014,1,0,1,1.0,0
7622,3046810059,1,1,0,1.0,1
7623,3046840006,1,1,0,1.0,0
7624,3046910028,1,0,1,-2.0,0
7625,3046910073,1,0,1,0.0,0
7626,3046950017,1,0,1,1.0,0
7627,3046970014,1,0,1,1.0,0
7628,3047000054,1,1,0,0.0,0
7629,3047010016,1,1,0,0.0,0
7630,3047190046,1,0,1,-1.0,0
7631,3047380023,1,0,1,1.0,0
7632,3047490066,1,0,1,0.0,0
7633,3047520049,1,0,1,1.0,0
7634,3047580025,1,1,0,1.0,0
7635,3047630030,1,0,1,0.0,0
7636,3047670049,1,0,1,1.0,0
7637,3047910001,1,1,0,19.0,0
7638,3047920002,1,0,1,0.0,1
7639,3047990001,1,1,0,5.0,0
7640,3048000049,1,0,1,0.0,0
7641,3048030054,1,1,0,1.0,0
7642,3048050007,1,0,1,-1.0,0
7643,3048130032,1,1,0,0.0,0
7644,3048260034,1,0,1,1.0,0
7645,3048260043,1,1,0,1.0,0
7646,3048377501,1,0,1,0.0,0
7647,3048430006,1,0,1,2.0,0
7648,3048570029,1,0,1,0.0,0
7649,3048580033,1,0,1,-1.0,0
7650,3048650015,1,0,1,1.0,0
7651,3048680046,1,0,1,0.0,0
7652,3048730041,1,0,1,0.0,0
7653,3048750010,1,0,1,0.0,0
7654,3048750021,1,0,1,1.0,0
7655,3048800041,1,1,0,1.0,1
7656,3048820061,1,0,1,1.0,1
7657,3048840017,1,0,1,1.0,0
7658,3048930032,1,0,1,0.0,0
7659,3048940007,1,0,1,-1.0,0
7660,3048950027,1,0,1,1.0,0
7661,3048960007,1,0,1,0.0,0
7662,3049010001,1,0,1,0.0,0
7663,3049130009,1,0,1,1.0,0
7664,3049150060,1,1,0,2.0,0
7665,3049170054,1,0,1,1.0,0
7666,3049340042,1,0,1,1.0,0
7667,3049590027,1,1,0,1.0,0
7668,3049600039,1,0,1,0.0,0
7669,3049610037,1,1,0,1.0,0
7670,3049680007,1,0,1,1.0,0
7671,3049730044,1,0,1,1.0,1
7672,3049810050,1,1,0,0.0,0
7673,3049920042,1,0,1,1.0,1
7674,3049920067,1,0,1,1.0,0
7675,3050050017,2,0,1,1.0,0
7676,3050130025,1,1,0,1.0,1
7677,3050260039,1,1,0,5.0,0
7678,3050260191,1,1,0,2.0,0
7679,3050260193,1,0,1,2.0,0
7680,3050300010,1,1,0,0.0,0
7681,3050330002,1,1,0,0.0,0
7682,3050330057,1,0,1,-1.0,0
7683,3050360007,1,1,0,0.0,0
7684,3050360048,1,0,1,0.0,0
7685,3050390009,1,0,1,-2.0,0
7686,3050420002,1,1,0,0.0,0
7687,3050420084,1,0,1,5.0,0
7688,3050430017,1,0,1,1.0,0
7689,3050450098,1,1,0,0.0,0
7690,3050470006,1,0,1,0.0,0
7691,3050470039,1,0,1,1.0,0
7692,3050490027,1,0,1,-1.0,0
7693,3050520027,1,0,1,122.0,0
7694,3050620011,1,0,1,1.0,0
7695,3050620035,1,0,1,15.0,0
7696,3050630029,1,1,0,0.0,0
7697,3050630046,1,1,0,0.0,0
7698,3050640045,1,0,1,-1.0,0
7699,3050660001,1,1,0,13.0,0
7700,3050720035,1,0,1,0.0,0
7701,3050760048,1,0,1,0.0,0
7702,3050770006,1,1,0,3.0,0
7703,3050770032,1,0,1,-1.0,0
7704,3050820021,1,0,1,0.0,0
7705,3050820032,1,1,0,21.0,0
7706,3050820043,1,1,0,2.0,0
7707,3050837502,1,0,1,0.0,0
7708,3050850022,1,1,0,0.0,0
7709,3050870053,1,0,1,0.0,0
7710,3050870054,1,0,1,0.0,0
7711,3050877502,1,1,0,6.0,1
7712,3050880006,1,0,1,0.0,0
7713,3050880025,1,1,0,-2.0,0
7714,3050900027,1,1,0,7.0,1
7715,3050900080,1,0,1,-1.0,0
7716,3050900081,1,0,1,-1.0,0
7717,3050910016,1,0,1,1.0,0
7718,3050910025,1,1,0,1.0,0
7719,3050910040,1,1,0,1.0,0
7720,3050910075,1,0,1,0.0,0
7721,3050990123,1,0,1,8.0,0
7722,3051040103,1,1,0,0.0,0
7723,3051070003,1,0,1,5.0,0
7724,3051100144,1,0,1,0.0,0
7725,3051100145,1,0,1,0.0,0
7726,3051100146,1,0,1,0.0,0
7727,3051130032,1,1,0,0.0,0
7728,3051130034,1,0,1,-2.0,0
7729,3051160006,1,0,1,0.0,1
7730,3051170001,1,0,1,0.0,0
7731,3051170071,1,0,1,-1.0,0
7732,3051190043,1,0,1,0.0,0
7733,3051230005,1,1,0,4.0,0
7734,3051250064,1,0,1,2.0,0
7735,3051250071,2,0,1,0.0,0
7736,3051260012,1,0,1,0.0,0
7737,3051280001,1,0,1,0.0,0
7738,3051280047,1,1,0,0.0,0
7739,3051400008,1,1,0,2.0,0
7740,3051400018,1,0,1,0.0,0
7741,3051410030,1,1,0,0.0,0
7742,3051410123,1,0,1,0.0,0
7743,3051417501,1,0,1,0.0,0
7744,3051430044,1,1,0,0.0,0
7745,3051440007,1,1,0,0.0,0
7746,3051450052,1,1,0,0.0,0
7747,3051500001,1,1,0,2.0,0
7748,3051530014,2,1,0,0.0,0
7749,3051530058,1,0,1,0.0,0
7750,3051540009,1,0,1,0.0,0
7751,3051560010,1,1,0,0.0,0
7752,3051570007,1,1,0,0.0,0
7753,3051640013,1,1,0,0.0,0
7754,3051640032,1,0,1,4.0,1
7755,3051650010,1,1,0,1.0,0
7756,3051650061,1,0,1,2.0,0
7757,3051790079,1,0,1,1.0,0
7758,3051820036,1,0,1,0.0,0
7759,3051840041,1,0,1,1.0,0
7760,3051870002,1,1,0,1.0,0
7761,3051870030,1,0,1,0.0,0
7762,3051910001,1,0,1,-1.0,0
7763,3052100006,1,0,1,3.0,0
7764,3052110061,1,0,1,-1.0,0
7765,3052110062,1,0,1,2.0,0
7766,3052110064,1,0,1,0.0,0
7767,3052150012,1,1,0,1.0,0
7768,3052150076,1,0,1,1.0,0
7769,3052210012,1,0,1,0.0,1
7770,3052210059,1,0,1,0.0,0
7771,3052210061,1,0,1,0.0,0
7772,3052220060,1,0,1,0.0,0
7773,3052260022,1,0,1,2.0,0
7774,3052290003,1,0,1,0.0,0
7775,3052350001,1,0,1,2.0,0
7776,3052407501,1,0,1,3.0,0
7777,3052460033,1,1,0,1.0,0
7778,3052520039,1,1,0,6.0,0
7779,3052540004,1,0,1,0.0,0
7780,3052540014,1,1,0,0.0,0
7781,3052560058,1,0,1,0.0,0
7782,3052560066,1,0,1,1.0,0
7783,3052600012,1,1,0,-1.0,0
7784,3052640030,1,1,0,-1.0,0
7785,3052660013,1,0,1,0.0,0
7786,3052677501,1,1,0,0.0,0
7787,3052680028,1,1,0,-1.0,0
7788,3052680029,1,1,0,-1.0,0
7789,3052700038,1,1,0,1.0,0
7790,3052710030,1,1,0,-1.0,0
7791,3052740009,3,1,0,0.0,0
7792,3052750002,1,0,1,-1.0,0
7793,3052750044,1,1,0,0.0,0
7794,3052770001,1,1,0,0.0,0
7795,3052780041,1,1,0,-1.0,0
7796,3052830019,1,0,1,0.0,0
7797,3052870037,1,1,0,0.0,0
7798,3052870038,1,1,0,0.0,0
7799,3052900060,1,0,1,-1.0,0
7800,3052910022,1,0,1,-1.0,0
7801,3052930050,1,0,1,0.0,1
7802,3052930059,1,1,0,-1.0,0
7803,3052970018,1,0,1,0.0,0
7804,3052970062,1,0,1,0.0,0
7805,3052970063,1,0,1,-1.0,0
7806,3052980056,1,0,1,-1.0,0
7807,3052987501,1,0,1,-1.0,0
7808,3052990010,1,1,0,2.0,0
7809,3052990024,1,0,1,0.0,0
7810,3053060004,1,0,1,1.0,0
7811,3053060019,1,0,1,1.0,0
7812,3053130009,1,0,1,1.0,0
7813,3053130040,1,1,0,1.0,0
7814,3053160001,1,0,1,0.0,0
7815,3053220103,1,0,1,0.0,0
7816,3053260028,1,0,1,0.0,0
7817,3053260055,1,0,1,1.0,0
7818,3053270003,1,1,0,-1.0,0
7819,3053290045,1,1,0,0.0,0
7820,3053300049,1,1,0,0.0,0
7821,3053300058,1,0,1,0.0,0
7822,3053310038,1,0,1,-1.0,0
7823,3053310053,1,0,1,0.0,0
7824,3053360057,1,1,0,1.0,0
7825,3053370027,1,1,0,-2.0,0
7826,3053390054,1,1,0,0.0,0
7827,3053400032,2,1,0,-0.5,0
7828,3053440052,1,0,1,-3.0,0
7829,3053440054,1,1,0,-1.0,0
7830,3053450019,1,1,0,1.0,1
7831,3053450067,1,0,1,0.0,0
7832,3053480058,1,0,1,-1.0,0
7833,3053490092,1,0,1,8.0,0
7834,3053500001,1,0,1,0.0,0
7835,3053510028,1,1,0,1.0,0
7836,3053530006,1,1,0,1.0,1
7837,3053530077,1,0,1,-1.0,0
7838,3053590001,1,0,1,1.0,0
7839,3053590003,1,0,1,0.0,0
7840,3053590065,1,1,0,1.0,0
7841,3053627503,1,1,0,1.0,1
7842,3053630035,1,0,1,-1.0,0
7843,3053640001,1,0,1,0.0,0
7844,3053640026,1,0,1,0.0,0
7845,3053640065,1,1,0,0.0,1
7846,3053640070,1,1,0,0.0,1
7847,3053647503,1,0,1,1.0,0
7848,3053650011,1,0,1,0.0,1
7849,3053650049,1,1,0,0.0,0
7850,3053660048,1,1,0,0.0,0
7851,3053660061,1,1,0,0.0,0
7852,3053690001,1,0,1,1.0,0
7853,3053710032,1,0,1,0.0,0
7854,3053730011,1,0,1,0.0,0
7855,3053770003,1,0,1,1.0,0
7856,3053780068,1,0,1,1.0,1
7857,3053790047,1,0,1,1.0,1
7858,3053807502,1,0,1,0.0,0
7859,3053810070,1,0,1,-3.0,0
7860,3053820012,1,0,1,-1.0,0
7861,3053820018,1,0,1,0.0,0
7862,3053830018,1,0,1,1.0,0
7863,3053860067,1,0,1,0.0,0
7864,3053890046,1,0,1,20.0,0
7865,3053890062,1,0,1,0.0,0
7866,3053930042,1,1,0,-2.0,0
7867,3053940051,1,1,0,-1.0,0
7868,3053940082,1,0,1,0.0,0
7869,3053960037,1,0,1,1.0,1
7870,3053960043,1,0,1,0.0,0
7871,3053960045,1,0,1,0.0,0
7872,3053980075,1,0,1,0.0,0
7873,3054000019,1,1,0,-1.0,0
7874,3054020015,1,1,0,0.0,0
7875,3054040017,1,0,1,-1.0,0
7876,3054040022,1,0,1,-1.0,0
7877,3054050043,1,1,0,0.0,0
7878,3054070094,1,1,0,-1.0,0
7879,3054080008,1,0,1,0.0,0
7880,3054080009,1,0,1,1.0,0
7881,3054080043,1,1,0,9.0,0
7882,3054090056,1,0,1,1.0,0
7883,3054120031,1,0,1,2.0,0
7884,3054160116,1,0,1,0.0,0
7885,3054177502,1,1,0,0.0,0
7886,3054180048,1,0,1,-2.0,0
7887,3054190023,1,0,1,1.0,0
7888,3054220046,1,0,1,-1.0,0
7889,3054230061,1,0,1,-3.0,0
7890,3054270065,1,1,0,-2.0,0
7891,3054280004,1,0,1,-1.0,0
7892,3054300029,1,0,1,-1.0,0
7893,3054300058,1,1,0,0.0,1
7894,3054307503,1,0,1,1.0,1
7895,3054307504,1,0,1,1.0,0
7896,3054307505,1,0,1,1.0,1
7897,3054307506,1,1,0,3.0,0
7898,3054310014,1,0,1,0.0,0
7899,3054310018,1,0,1,1.0,0
7900,3054310021,1,0,1,0.0,0
7901,3054310022,1,1,0,0.0,0
7902,3054310067,1,0,1,0.0,0
7903,3054317501,1,0,1,1.0,0
7904,3054320032,1,0,1,1.0,1
7905,3054320069,1,0,1,0.0,0
7906,3054330023,1,0,1,0.0,1
7907,3054330036,1,0,1,0.0,0
7908,3054340026,1,1,0,0.0,0
7909,3054340087,1,1,0,-2.0,0
7910,3054350039,1,0,1,0.0,0
7911,3054360039,1,1,0,1.0,1
7912,3054360119,1,1,0,0.0,0
7913,3054370044,1,0,1,1.0,0
7914,3054380042,1,0,1,-1.0,0
7915,3054380060,1,0,1,-2.0,1
7916,3054450039,1,0,1,0.0,0
7917,3054470011,1,0,1,-1.0,0
7918,3054470063,1,0,1,2.0,1
7919,3054480033,1,1,0,0.0,0
7920,3054500068,1,0,1,-1.0,0
7921,3054540084,1,1,0,0.0,1
7922,3054560073,1,1,0,0.0,0
7923,3054570052,1,1,0,0.0,1
7924,3054587503,1,0,1,-1.0,0
7925,3054590060,1,1,0,0.0,0
7926,3054600015,1,0,1,-1.0,0
7927,3054600036,1,0,1,0.0,1
7928,3054600070,1,1,0,0.0,1
7929,3054600072,1,0,1,-2.0,0
7930,3054610043,1,1,0,0.0,0
7931,3054620064,1,0,1,0.0,1
7932,3054620067,1,1,0,0.0,1
7933,3054640053,1,1,0,1.0,0
7934,3054640058,1,0,1,1.0,1
7935,3054670014,1,0,1,0.0,1
7936,3054670018,1,0,1,0.0,1
7937,3054680030,1,0,1,1.0,0
7938,3054690020,1,0,1,0.0,0
7939,3054690046,1,0,1,-1.0,0
7940,3054690052,1,0,1,-1.0,0
7941,3054690071,1,0,1,0.0,1
7942,3054710058,1,0,1,0.0,0
7943,3054727501,1,0,1,1.0,0
7944,3054730026,1,1,0,0.0,0
7945,3054740043,1,0,1,1.0,1
7946,3054740057,1,0,1,-1.0,0
7947,3054740067,1,0,1,-1.0,0
7948,3054750005,1,1,0,1.0,1
7949,3054750056,1,0,1,0.0,1
7950,3054767505,1,1,0,1.0,1
7951,3054780024,1,1,0,0.0,1
7952,3054780046,1,0,1,0.0,0
7953,3054790024,1,1,0,0.0,1
7954,3054790066,1,0,1,0.0,0
7955,3054800063,1,0,1,1.0,0
7956,3054810008,1,1,0,0.0,0
7957,3054810058,1,0,1,0.0,0
7958,3054830015,1,0,1,-1.0,0
7959,3054847501,1,0,1,0.0,0
7960,3054850084,1,0,1,0.0,0
7961,3054850155,1,0,1,0.0,0
7962,3054870039,1,0,1,-1.0,0
7963,3054870046,1,0,1,0.0,0
7964,3054870061,1,1,0,-1.0,0
7965,3054880047,1,1,0,0.0,1
7966,3054880069,1,0,1,0.0,0
7967,3054890014,1,0,1,-1.0,0
7968,3054890019,1,0,1,0.0,0
7969,3054890022,1,1,0,-1.0,0
7970,3054890041,1,0,1,-1.0,1
7971,3054900056,1,0,1,1.0,1
7972,3054910034,1,0,1,0.0,1
7973,3054940091,1,1,0,0.0,0
7974,3054950043,1,0,1,-1.0,0
7975,3054950048,1,0,1,0.0,1
7976,3054950309,1,0,1,-1.0,0
7977,3054950817,1,1,0,0.0,0
7978,3054950830,1,1,0,0.0,0
7979,3054950886,1,0,1,0.0,0
7980,3054960067,1,1,0,0.0,1
7981,3054970060,1,0,1,0.0,0
7982,3054980039,1,1,0,-1.0,0
7983,3055000053,1,0,1,-1.0,0
7984,3055010032,1,0,1,-1.0,1
7985,3055020025,1,1,0,-1.0,1
7986,3055020029,1,1,0,-1.0,1
7987,3055020050,2,0,1,-0.5,0
7988,3055020056,1,1,0,-1.0,0
7989,3055030032,1,0,1,-3.0,0
7990,3055040030,1,1,0,0.0,0
7991,3055040070,1,0,1,-1.0,1
7992,3055050015,1,0,1,0.0,0
7993,3055050034,1,0,1,0.0,1
7994,3055050040,1,0,1,-1.0,0
7995,3055050067,1,0,1,0.0,0
7996,3055060066,1,1,0,-1.0,0
7997,3055070029,1,1,0,0.0,1
7998,3055070031,1,0,1,-1.0,1
7999,3055070036,1,0,1,-1.0,0
8000,3055070064,1,0,1,-1.0,0
8001,3055080020,1,0,1,-1.0,0
8002,3055090057,1,0,1,0.0,0
8003,3055110015,1,0,1,0.0,1
8004,3055110028,1,0,1,0.0,1
8005,3055110075,1,0,1,-2.0,0
8006,3055110076,1,0,1,-2.0,0
8007,3055117501,1,1,0,0.0,0
8008,3055117502,1,0,1,0.0,0
8009,3055120026,1,0,1,-1.0,0
8010,3055130013,1,1,0,0.0,0
8011,3055130044,1,0,1,0.0,0
8012,3055140012,1,0,1,-2.0,1
8013,3055140033,1,0,1,0.0,0
8014,3055140039,1,1,0,-1.0,0
8015,3055180043,1,0,1,2.0,0
8016,3055180045,1,0,1,2.0,0
8017,3055190045,1,0,1,-1.0,0
8018,3055190067,1,0,1,0.0,0
8019,3055250018,1,0,1,0.0,0
8020,3055260013,1,0,1,1.0,0
8021,3055260017,1,0,1,1.0,0
8022,3055260022,1,0,1,0.0,1
8023,3055260038,1,1,0,0.0,1
8024,3055260047,1,0,1,2.0,1
8025,3055260051,1,0,1,-1.0,1
8026,3055260059,1,0,1,-1.0,0
8027,3055270038,1,0,1,1.0,0
8028,3055280007,1,0,1,0.0,0
8029,3055280022,1,0,1,1.0,0
8030,3055280055,1,0,1,1.0,0
8031,3055290013,1,1,0,-1.0,0
8032,3055290015,1,1,0,0.0,0
8033,3055290073,1,0,1,-1.0,0
8034,3055340065,1,0,1,19.0,0
8035,3055360014,1,1,0,0.0,0
8036,3055360048,1,0,1,1.0,0
8037,3055360051,1,0,1,1.0,0
8038,3055390042,1,1,0,-1.0,0
8039,3055410009,1,1,0,0.0,0
8040,3055410022,1,0,1,-1.0,0
8041,3055430025,1,1,0,1.0,0
8042,3055460009,1,0,1,1.0,0
8043,3055460023,1,0,1,1.0,0
8044,3055460040,1,1,0,0.0,0
8045,3055470004,1,1,0,0.0,0
8046,3055490018,1,0,1,-1.0,0
8047,3055500016,1,0,1,1.0,0
8048,3055500017,1,0,1,1.0,0
8049,3055537501,1,1,0,0.0,0
8050,3055550021,1,1,0,1.0,0
8051,3055560024,1,0,1,1.0,0
8052,3055560037,1,0,1,1.0,0
8053,3055560060,1,1,0,1.0,0
8054,3055570010,1,0,1,1.0,0
8055,3055570044,1,0,1,0.0,0
8056,3055570069,1,1,0,1.0,0
8057,3055630023,1,0,1,1.0,0
8058,3055630073,1,0,1,1.0,0
8059,3055640054,1,0,1,1.0,0
8060,3055670015,1,0,1,1.0,0
8061,3055670030,1,0,1,1.0,0
8062,3055680001,1,1,0,1.0,0
8063,3055720016,1,0,1,1.0,0
8064,3055720017,1,0,1,1.0,0
8065,3055720042,1,1,0,0.0,0
8066,3055720065,1,0,1,1.0,0
8067,3055750063,1,0,1,1.0,0
8068,3055750078,1,0,1,0.0,0
8069,3055770017,1,0,1,0.0,0
8070,3055780041,1,0,1,0.0,0
8071,3055800052,1,0,1,2.0,0
8072,3055850051,1,1,0,-1.0,0
8073,3055880030,1,1,0,0.0,0
8074,3055880047,1,0,1,-1.0,0
8075,3055880060,1,0,1,-1.0,0
8076,3055890009,1,0,1,0.0,0
8077,3055890032,1,1,0,-1.0,0
8078,3055897501,1,1,0,1.0,0
8079,3055900015,1,1,0,2.0,0
8080,3055900046,1,0,1,-1.0,0
8081,3055920008,1,0,1,0.0,0
8082,3055920025,1,0,1,-1.0,0
8083,3055920026,1,1,0,-1.0,1
8084,3055920028,1,0,1,-1.0,0
8085,3055930014,1,1,0,0.0,0
8086,3055930051,1,0,1,0.0,0
8087,3055940012,1,1,0,-3.0,0
8088,3055940042,1,1,0,1.0,1
8089,3055940056,1,0,1,0.0,1
8090,3055950034,1,0,1,0.0,0
8091,3055950043,1,0,1,0.0,0
8092,3055950062,1,1,0,2.0,0
8093,3055950073,1,0,1,1.0,0
8094,3055970041,2,0,1,-2.5,0
8095,3055970042,1,1,0,0.0,0
8096,3055970050,1,0,1,0.0,0
8097,3055977503,1,0,1,1.0,0
8098,3055980035,1,0,1,-1.0,0
8099,3055980063,1,0,1,-1.0,0
8100,3055987510,1,0,1,1.0,0
8101,3055990015,1,0,1,-1.0,0
8102,3055990020,1,1,0,-1.0,1
8103,3056000066,1,1,0,2.0,0
8104,3056010021,1,0,1,2.0,0
8105,3056030048,1,0,1,0.0,0
8106,3056030060,1,0,1,0.0,0
8107,3056030065,1,0,1,-1.0,0
8108,3056050014,1,1,0,-12.0,0
8109,3056050059,1,1,0,0.0,0
8110,3056050063,1,0,1,-4.0,0
8111,3056057501,1,1,0,2.0,1
8112,3056060055,1,0,1,-3.0,0
8113,3056060068,1,0,1,-3.0,0
8114,3056070024,1,1,0,0.0,0
8115,3056070029,1,0,1,2.0,0
8116,3056070060,1,1,0,2.0,0
8117,3056080048,1,0,1,-2.0,0
8118,3056090005,1,0,1,0.0,0
8119,3056090031,1,0,1,1.0,0
8120,3056090036,1,1,0,2.0,0
8121,3056100013,1,0,1,0.0,1
8122,3056110010,1,0,1,0.0,0
8123,3056110034,1,0,1,-3.0,0
8124,3056117502,1,0,1,-3.0,1
8125,3056120039,1,0,1,0.0,0
8126,3056120052,1,1,0,-1.0,1
8127,3056127502,1,0,1,1.0,0
8128,3056130048,1,1,0,1.0,0
8129,3056160029,1,1,0,0.0,1
8130,3056160159,1,1,0,0.0,0
8131,3056190030,1,0,1,2.0,0
8132,3056190036,1,0,1,-2.0,0
8133,3056190052,1,0,1,1.0,0
8134,3056190057,1,0,1,0.0,0
8135,3056190072,1,0,1,0.0,0
8136,3056200002,1,0,1,-2.0,0
8137,3056200044,1,0,1,-1.0,0
8138,3056200047,1,1,0,0.0,1
8139,3056220034,1,0,1,-2.0,0
8140,3056230058,1,1,0,0.0,0
8141,3056237508,1,0,1,0.0,0
8142,3056260029,1,0,1,0.0,1
